Id,QuizId,QuestionText,QuestionTextAr,QuestionType,Marks,Explanation,ExplanationAr,SortOrder,ImageUrl
3082,1289,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,1,"Because Good on training, poor on test data is correct.",,5,
4875,2041,Which protocol is stateless?,,MCQ,5,,,5,
1692,745,What is a deadlock?,,ShortAnswer,2,Because Two processes waiting for each other is correct.,,1,
3467,1453,What is a foreign key?,,TrueFalse,2,,الشرح بالعربية,1,
1048,498,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,3,,الشرح بالعربية,4,
695,328,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,ShortAnswer,2,,,3,/uploads/questions/2ab1b911-148b-4e79-97c5-9bddaa9e9005.png
1560,693,What does API stand for?,,TrueFalse,2,Because Application Programming Interface is correct.,,1,
4148,1719,What does API stand for?,,TrueFalse,2,,,3,/uploads/questions/7708fc2a-374d-4df4-8882-05267bcd9bcb.png
1167,549,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,1,Because K-Means is correct.,الشرح بالعربية,3,
56,24,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,Because HTTP is correct.,الشرح بالعربية,6,
4834,2013,What is a foreign key?,,MCQ,3,Because References a primary key in another table is correct.,,10,
2843,1176,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,2,Because Structured Query Language is correct.,,6,
2482,1062,What is a foreign key?,,MCQ,2,Because References a primary key in another table is correct.,,2,
2441,1042,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,1,Because Two processes waiting for each other is correct.,,3,
4629,1936,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,1,Because Public Key Cryptography is correct.,,6,
5155,2160,What is the time complexity of binary search?,,MCQ,1,Because O(log n) is correct.,,10,
4132,1705,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,,1,
940,443,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,2,Because Two processes waiting for each other is correct.,الشرح بالعربية,1,
905,432,Which data structure uses LIFO?,,MCQ,3,,الشرح بالعربية,1,
501,237,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,,,4,
4009,1659,What is the time complexity of binary search?,,TrueFalse,2,,,1,
2545,1076,What is a foreign key?,ترجمة: What is a foreign key?,ShortAnswer,5,Because References a primary key in another table is correct.,الشرح بالعربية,9,
1081,514,What is the time complexity of binary search?,ترجمة: What is the time complexity of,ShortAnswer,2,Because O(log n) is correct.,,6,
3647,1526,What does OOP stand for?,,ShortAnswer,2,,,3,/uploads/questions/b8ef971c-8dc5-4dd8-8e92-58860e93e738.png
4191,1739,What does API stand for?,,TrueFalse,3,,الشرح بالعربية,4,
1467,657,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,3,,,9,
3819,1589,Overfitting in ML means?,,ShortAnswer,1,"Because Good on training, poor on test data is correct.",,5,/uploads/questions/1926a834-2919-47f6-a09a-e39aec24211f.png
2433,1040,What does SQL stand for?,ترجمة: What does SQL stand for?,TrueFalse,2,,الشرح بالعربية,10,
189,87,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,TrueFalse,2,,الشرح بالعربية,7,/uploads/questions/d2f0804a-32dc-44cd-ba73-6970865a5373.png
802,389,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,,,9,/uploads/questions/b105b129-ff01-4eab-b97f-11def584807d.png
2613,1095,What is a foreign key?,,MCQ,5,Because References a primary key in another table is correct.,الشرح بالعربية,5,
674,309,What is normalization in databases?,,ShortAnswer,2,Because Reducing data redundancy is correct.,,6,
2501,1063,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,,9,
1474,658,What does OOP stand for?,,TrueFalse,2,Because Object Oriented Programming is correct.,,7,
1812,794,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,,الشرح بالعربية,5,
601,286,What does API stand for?,,ShortAnswer,2,,,11,
2516,1070,Which is NOT a supervised learning algorithm?,,MCQ,3,,الشرح بالعربية,11,
4139,1705,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,,8,
4085,1679,What does API stand for?,ترجمة: What does API stand for?,TrueFalse,5,,,7,
5106,2144,What does OOP stand for?,,TrueFalse,1,Because Object Oriented Programming is correct.,,4,
4300,1789,What is a deadlock?,,MCQ,1,Because Two processes waiting for each other is correct.,,8,
2632,1102,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,1,Because Stack is correct.,,3,/uploads/questions/e852c368-0172-45db-bc17-e1987cc95969.png
383,160,What does SQL stand for?,,MCQ,2,Because Structured Query Language is correct.,,8,
1821,795,What does OOP stand for?,,TrueFalse,5,,,6,
827,405,Which algorithm underlies RSA?,,MCQ,1,Because Public Key Cryptography is correct.,,4,
2985,1239,Which algorithm underlies RSA?,,MCQ,5,,الشرح بالعربية,1,
4249,1768,What does OOP stand for?,,MCQ,3,,,7,
2311,983,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,2,Because Two processes waiting for each other is correct.,,3,/uploads/questions/cb2c4eac-075f-4013-92d8-e52fb6efe8b0.png
4303,1789,What is a deadlock?,,ShortAnswer,2,Because Two processes waiting for each other is correct.,,11,/uploads/questions/366e62c0-dd3f-43f4-8787-155352d9c453.png
4150,1719,What is a foreign key?,ترجمة: What is a foreign key?,ShortAnswer,2,,,5,
3890,1604,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,3,,الشرح بالعربية,15,
2810,1164,Overfitting in ML means?,,MCQ,2,"Because Good on training, poor on test data is correct.",,8,
1040,496,Which protocol is stateless?,,ShortAnswer,1,,,6,
4368,1811,Which is NOT a supervised learning algorithm?,,TrueFalse,5,,الشرح بالعربية,9,
4969,2093,Output of 2**3 in Python?,,MCQ,5,,الشرح بالعربية,1,
4757,1995,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,,,7,
4363,1811,Which protocol is stateless?,,MCQ,5,Because HTTP is correct.,,4,
263,137,Which is NOT a supervised learning algorithm?,,MCQ,2,,,10,
2209,934,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,2,Because Reducing data redundancy is correct.,,10,
4008,1656,Output of 2**3 in Python?,,TrueFalse,1,,,11,/uploads/questions/293b07fc-ec7e-420e-bfb9-7f68a02d846e.png
1424,640,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,الشرح بالعربية,5,
1573,705,Which protocol is stateless?,ترجمة: Which protocol is stateless?,ShortAnswer,3,Because HTTP is correct.,,6,
2543,1076,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,3,,,7,
4528,1912,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,ShortAnswer,1,Because 8 is correct.,,5,
2989,1239,What does API stand for?,,TrueFalse,2,,الشرح بالعربية,5,
581,282,Which OSI layer handles routing?,,MCQ,2,Because Network Layer is correct.,,3,
3554,1492,Output of 2**3 in Python?,,MCQ,2,Because 8 is correct.,الشرح بالعربية,4,
85,30,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,Because HTTP is correct.,,2,/uploads/questions/63ca0537-3d36-486a-99f4-6d71410ec7af.png
2892,1199,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,ShortAnswer,3,,,3,
241,126,What is normalization in databases?,,MCQ,3,Because Reducing data redundancy is correct.,,2,
364,158,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,ShortAnswer,1,,الشرح بالعربية,8,/uploads/questions/d35dba0d-3950-4d91-821c-1b0504e22cba.png
3079,1289,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,1,Because References a primary key in another table is correct.,,2,/uploads/questions/a732f8af-8ade-448b-bae5-b09a4ae57dbe.png
5104,2144,What is normalization in databases?,,MCQ,3,Because Reducing data redundancy is correct.,,2,
5043,2124,What is a deadlock?,,MCQ,2,Because Two processes waiting for each other is correct.,,10,
2247,954,What does SQL stand for?,ترجمة: What does SQL stand for?,TrueFalse,2,Because Structured Query Language is correct.,,10,
3767,1572,What is a deadlock?,ترجمة: What is a deadlock?,ShortAnswer,3,Because Two processes waiting for each other is correct.,,3,
5199,2175,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,TrueFalse,3,Because Network Layer is correct.,,5,
2961,1232,Which protocol is stateless?,,MCQ,2,,,7,
1891,816,Which data structure uses LIFO?,,MCQ,5,,,2,/uploads/questions/9dedbc71-f8c7-4c4f-bb04-a729f9fe0b6b.png
3828,1589,Which algorithm underlies RSA?,,ShortAnswer,5,,,14,
749,344,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,,8,/uploads/questions/c870e8d5-91e2-49b4-8157-a663f33101a2.png
2574,1080,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,1,Because Bubble Sort is correct.,,14,/uploads/questions/8845f4af-d958-47b2-84c3-7d4710b6679b.png
5159,2161,Which OSI layer handles routing?,,MCQ,1,Because Network Layer is correct.,,2,/uploads/questions/52cb18a9-18b5-49e3-99e3-4817c8f21881.png
971,454,Which is NOT a supervised learning algorithm?,,MCQ,2,,,7,
374,159,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,10,
105,33,Which is NOT a supervised learning algorithm?,,MCQ,1,,الشرح بالعربية,10,/uploads/questions/1abc8fc8-5c1a-4c06-bca1-190daf84a43a.png
2914,1208,Which protocol is stateless?,,MCQ,3,Because HTTP is correct.,الشرح بالعربية,2,
3634,1523,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,,,4,
725,337,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,3,
4523,1892,What is a deadlock?,,TrueFalse,3,,الشرح بالعربية,8,/uploads/questions/a76a6f8d-eeb3-4934-bf35-0e788a685db3.png
5053,2133,Which sorting algorithm has worst-case O(n²)?,,TrueFalse,1,Because Bubble Sort is correct.,الشرح بالعربية,6,
3111,1297,What is normalization in databases?,,MCQ,3,,,15,
2646,1103,Which OSI layer handles routing?,,TrueFalse,2,Because Network Layer is correct.,,12,
1096,524,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,1,Because Reducing data redundancy is correct.,,2,
396,166,What does SQL stand for?,,MCQ,1,Because Structured Query Language is correct.,,13,
25,14,Which data structure uses LIFO?,,MCQ,2,,,9,
2317,983,What is the time complexity of binary search?,,MCQ,3,Because O(log n) is correct.,,9,
5002,2114,What is the time complexity of binary search?,,MCQ,1,Because O(log n) is correct.,,6,
1670,741,What does API stand for?,ترجمة: What does API stand for?,MCQ,2,Because Application Programming Interface is correct.,,2,
1629,718,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,,,8,
4933,2068,Output of 2**3 in Python?,,MCQ,2,,,5,
1740,764,What is a foreign key?,,MCQ,5,Because References a primary key in another table is correct.,,9,
2231,948,What is a foreign key?,,MCQ,1,,,6,
2248,954,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,Because Stack is correct.,,11,
3327,1371,What does OOP stand for?,ترجمة: What does OOP stand for?,TrueFalse,3,Because Object Oriented Programming is correct.,,9,
2134,902,What is a foreign key?,,TrueFalse,2,Because References a primary key in another table is correct.,,3,
4593,1927,Which data structure uses LIFO?,,MCQ,1,Because Stack is correct.,,2,
4357,1809,What does SQL stand for?,,MCQ,3,Because Structured Query Language is correct.,,11,
839,406,What is a deadlock?,,MCQ,3,Because Two processes waiting for each other is correct.,,7,
729,337,What is a deadlock?,,MCQ,2,,الشرح بالعربية,7,/uploads/questions/f76a7d8f-54ea-4fda-8120-5a218840c97a.png
4330,1800,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,,,11,
4584,1925,Which OSI layer handles routing?,,MCQ,1,,,5,
4595,1927,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,Because Network Layer is correct.,,4,
2207,934,Which data structure uses LIFO?,,TrueFalse,2,Because Stack is correct.,,8,
2170,909,Which is NOT a supervised learning algorithm?,,ShortAnswer,5,Because K-Means is correct.,الشرح بالعربية,3,
5185,2170,What is a deadlock?,,MCQ,2,Because Two processes waiting for each other is correct.,الشرح بالعربية,5,/uploads/questions/7de5aa75-fb2f-4caf-9761-21b145b0e407.png
5038,2124,What is normalization in databases?,,MCQ,1,Because Reducing data redundancy is correct.,الشرح بالعربية,5,
4894,2045,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,الشرح بالعربية,9,
2783,1157,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,1,Because Public Key Cryptography is correct.,الشرح بالعربية,8,
3747,1566,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,Because Bubble Sort is correct.,,6,
4514,1891,Output of 2**3 in Python?,,MCQ,3,Because 8 is correct.,,10,
4149,1719,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,,4,
4039,1665,What is a deadlock?,,MCQ,3,Because Two processes waiting for each other is correct.,,3,
3308,1369,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,1,Because Bubble Sort is correct.,,5,
642,294,Overfitting in ML means?,ترجمة: Overfitting in ML means?,ShortAnswer,2,"Because Good on training, poor on test data is correct.",الشرح بالعربية,5,
678,311,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,3,Because Public Key Cryptography is correct.,,3,
5215,2181,Which OSI layer handles routing?,,MCQ,2,Because Network Layer is correct.,,7,
1124,535,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,Because Stack is correct.,,3,
417,176,What is the time complexity of binary search?,,MCQ,2,,,6,
1341,617,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,Because K-Means is correct.,الشرح بالعربية,4,/uploads/questions/39f3370f-f106-4141-8853-655dc4dff8ce.png
2046,873,Which algorithm underlies RSA?,,MCQ,3,,,3,
1558,690,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,الشرح بالعربية,12,
5092,2142,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,5,Because K-Means is correct.,,8,
3579,1499,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,1,Because 8 is correct.,الشرح بالعربية,4,
888,423,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,2,,,8,
4677,1948,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,1,Because References a primary key in another table is correct.,,7,
1318,610,What is a foreign key?,,MCQ,2,,,10,
1908,817,What is the time complexity of binary search?,ترجمة: What is the time complexity of,TrueFalse,3,,,6,/uploads/questions/5372beec-9edd-4827-8895-497969128d07.png
135,53,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,2,Because Structured Query Language is correct.,,8,/uploads/questions/074680cf-b076-4383-84af-187bee355021.png
2564,1080,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,5,,,4,
4408,1845,What does SQL stand for?,ترجمة: What does SQL stand for?,TrueFalse,5,Because Structured Query Language is correct.,,5,
346,153,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,,,1,
425,176,Overfitting in ML means?,,TrueFalse,3,"Because Good on training, poor on test data is correct.",الشرح بالعربية,14,
3590,1500,Which sorting algorithm has worst-case O(n²)?,,MCQ,5,Because Bubble Sort is correct.,الشرح بالعربية,4,
4756,1995,What does API stand for?,,TrueFalse,2,,الشرح بالعربية,6,/uploads/questions/78126b72-6d79-4f3b-bb40-4295e15f18f4.png
1685,743,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,ShortAnswer,2,,,4,
